23,42,44.56,336,338.56,"{'x1': 0.0, 'x2': 100.0, 'y1': 252.0, 'y2': 352.0}"
24,84,86.56,252,254.56,"{'x1': 0.0, 'x2': 100.0, 'y1': 252.0, 'y2': 352.0}"
25,84,86.56,294,296.56,"{'x1': 0.0, 'x2': 100.0, 'y1': 252.0, 'y2': 352.0}"
26,84,86.56,336,338.56,"{'x1': 0.0, 'x2': 100.0, 'y1': 252.0, 'y2': 352.0}"
27,0,2.56,378,380.56,"{'x1': 0.0, 'x2': 100.0, 'y1': 378.0, 'y2': 478.0}"
28,0,2.56,420,422.56,"{'x1': 0.0, 'x2': 100.0, 'y1': 378.0, 'y2': 478.0}"
29,42,44.56,378,380.56,"{'x1': 0.0, 'x2': 100.0, 'y1': 378.0, 'y2': 478.0}"
30,42,44.56,420,422.56,"{'x1': 0.0, 'x2': 100.0, 'y1': 378.0, 'y2': 478.0}"
31,84,86.56,378,380.56,"{'x1': 0.0, 'x2': 100.0, 'y1': 378.0, 'y2': 478.0}"
32,84,86.56,420,422.56,"{'x1': 0.0, 'x2': 100.0, 'y1': 378.0, 'y2': 478.0}"
33,126,128.56,0,2.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 0.0, 'y2': 100.0}"
34,126,128.56,42,44.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 0.0, 'y2': 100.0}"
35,126,128.56,84,86.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 0.0, 'y2': 100.0}"
36,168,170.56,0,2.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 0.0, 'y2': 100.0}"
37,168,170.56,42,44.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 0.0, 'y2': 100.0}"
38,168,170.56,84,86.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 0.0, 'y2': 100.0}"
39,210,212.56,0,2.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 0.0, 'y2': 100.0}"
40,210,212.56,42,44.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 0.0, 'y2': 100.0}"
41,210,212.56,84,86.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 0.0, 'y2': 100.0}"
42,126,128.56,126,128.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 126.0, 'y2': 226.0}"
43,126,128.56,168,170.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 126.0, 'y2': 226.0}"
44,126,128.56,210,212.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 126.0, 'y2': 226.0}"
45,168,170.56,126,128.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 126.0, 'y2': 226.0}"
46,168,170.56,168,170.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 126.0, 'y2': 226.0}"
47,168,170.56,210,212.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 126.0, 'y2': 226.0}"
48,210,212.56,126,128.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 126.0, 'y2': 226.0}"
49,210,212.56,168,170.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 126.0, 'y2': 226.0}"
50,210,212.56,210,212.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 126.0, 'y2': 226.0}"
51,126,128.56,252,254.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 252.0, 'y2': 352.0}"
52,126,128.56,294,296.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 252.0, 'y2': 352.0}"
53,126,128.56,336,338.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 252.0, 'y2': 352.0}"
54,168,170.56,252,254.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 252.0, 'y2': 352.0}"
55,168,170.56,294,296.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 252.0, 'y2': 352.0}"
56,168,170.56,336,338.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 252.0, 'y2': 352.0}"
57,210,212.56,252,254.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 252.0, 'y2': 352.0}"
58,210,212.56,294,296.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 252.0, 'y2': 352.0}"
59,210,212.56,336,338.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 252.0, 'y2': 352.0}"
60,126,128.56,378,380.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 378.0, 'y2': 478.0}"
61,126,128.56,420,422.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 378.0, 'y2': 478.0}"
62,168,170.56,378,380.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 378.0, 'y2': 478.0}"
63,168,170.56,420,422.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 378.0, 'y2': 478.0}"
64,210,212.56,378,380.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 378.0, 'y2': 478.0}"
65,210,212.56,420,422.56,"{'x1': 126.0, 'x2': 226.0, 'y1': 378.0, 'y2': 478.0}"
66,252,254.56,0,2.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 0.0, 'y2': 100.0}"
67,252,254.56,42,44.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 0.0, 'y2': 100.0}"
68,252,254.56,84,86.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 0.0, 'y2': 100.0}"
69,294,296.56,0,2.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 0.0, 'y2': 100.0}"
70,294,296.56,42,44.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 0.0, 'y2': 100.0}"
71,294,296.56,84,86.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 0.0, 'y2': 100.0}"
72,336,338.56,0,2.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 0.0, 'y2': 100.0}"
73,336,338.56,42,44.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 0.0, 'y2': 100.0}"
74,336,338.56,84,86.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 0.0, 'y2': 100.0}"
75,252,254.56,126,128.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 126.0, 'y2': 226.0}"
76,252,254.56,168,170.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 126.0, 'y2': 226.0}"
77,252,254.56,210,212.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 126.0, 'y2': 226.0}"
78,294,296.56,126,128.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 126.0, 'y2': 226.0}"
79,294,296.56,168,170.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 126.0, 'y2': 226.0}"
80,294,296.56,210,212.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 126.0, 'y2': 226.0}"
81,336,338.56,126,128.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 126.0, 'y2': 226.0}"
82,336,338.56,168,170.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 126.0, 'y2': 226.0}"
83,336,338.56,210,212.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 126.0, 'y2': 226.0}"
84,252,254.56,252,254.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 252.0, 'y2': 352.0}"
85,252,254.56,294,296.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 252.0, 'y2': 352.0}"
86,252,254.56,336,338.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 252.0, 'y2': 352.0}"
87,294,296.56,252,254.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 252.0, 'y2': 352.0}"
88,294,296.56,294,296.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 252.0, 'y2': 352.0}"
89,294,296.56,336,338.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 252.0, 'y2': 352.0}"
90,336,338.56,252,254.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 252.0, 'y2': 352.0}"
91,336,338.56,294,296.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 252.0, 'y2': 352.0}"
92,336,338.56,336,338.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 252.0, 'y2': 352.0}"
93,252,254.56,378,380.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 378.0, 'y2': 478.0}"
94,252,254.56,420,422.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 378.0, 'y2': 478.0}"
95,294,296.56,378,380.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 378.0, 'y2': 478.0}"
96,294,296.56,420,422.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 378.0, 'y2': 478.0}"
97,336,338.56,378,380.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 378.0, 'y2': 478.0}"
98,336,338.56,420,422.56,"{'x1': 252.0, 'x2': 352.0, 'y1': 378.0, 'y2': 478.0}"
99,378,380.56,0,2.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 0.0, 'y2': 100.0}"
100,378,380.56,42,44.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 0.0, 'y2': 100.0}"
101,378,380.56,84,86.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 0.0, 'y2': 100.0}"
102,420,422.56,0,2.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 0.0, 'y2': 100.0}"
103,420,422.56,42,44.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 0.0, 'y2': 100.0}"
104,420,422.56,84,86.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 0.0, 'y2': 100.0}"
105,462,464.56,0,2.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 0.0, 'y2': 100.0}"
106,462,464.56,42,44.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 0.0, 'y2': 100.0}"
107,462,464.56,84,86.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 0.0, 'y2': 100.0}"
108,378,380.56,126,128.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 126.0, 'y2': 226.0}"
109,378,380.56,168,170.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 126.0, 'y2': 226.0}"
110,378,380.56,210,212.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 126.0, 'y2': 226.0}"
111,420,422.56,126,128.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 126.0, 'y2': 226.0}"
112,420,422.56,168,170.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 126.0, 'y2': 226.0}"
113,420,422.56,210,212.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 126.0, 'y2': 226.0}"
114,462,464.56,126,128.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 126.0, 'y2': 226.0}"
115,462,464.56,168,170.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 126.0, 'y2': 226.0}"
116,462,464.56,210,212.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 126.0, 'y2': 226.0}"
117,378,380.56,252,254.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 252.0, 'y2': 352.0}"
118,378,380.56,294,296.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 252.0, 'y2': 352.0}"
119,378,380.56,336,338.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 252.0, 'y2': 352.0}"
120,420,422.56,252,254.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 252.0, 'y2': 352.0}"
121,420,422.56,294,296.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 252.0, 'y2': 352.0}"
122,420,422.56,336,338.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 252.0, 'y2': 352.0}"
123,462,464.56,252,254.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 252.0, 'y2': 352.0}"
124,462,464.56,294,296.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 252.0, 'y2': 352.0}"
125,462,464.56,336,338.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 252.0, 'y2': 352.0}"
126,378,380.56,378,380.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 378.0, 'y2': 478.0}"
127,378,380.56,420,422.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 378.0, 'y2': 478.0}"
128,420,422.56,378,380.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 378.0, 'y2': 478.0}"
129,420,422.56,420,422.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 378.0, 'y2': 478.0}"
130,462,464.56,378,380.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 378.0, 'y2': 478.0}"
131,462,464.56,420,422.56,"{'x1': 378.0, 'x2': 478.0, 'y1': 378.0, 'y2': 478.0}"
132,504,506.56,0,2.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 0.0, 'y2': 100.0}"
133,504,506.56,42,44.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 0.0, 'y2': 100.0}"
134,504,506.56,84,86.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 0.0, 'y2': 100.0}"
135,546,548.56,0,2.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 0.0, 'y2': 100.0}"
136,546,548.56,42,44.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 0.0, 'y2': 100.0}"
137,546,548.56,84,86.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 0.0, 'y2': 100.0}"
138,588,590.56,0,2.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 0.0, 'y2': 100.0}"
139,588,590.56,42,44.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 0.0, 'y2': 100.0}"
140,588,590.56,84,86.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 0.0, 'y2': 100.0}"
141,504,506.56,126,128.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 126.0, 'y2': 226.0}"
142,504,506.56,168,170.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 126.0, 'y2': 226.0}"
143,504,506.56,210,212.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 126.0, 'y2': 226.0}"
144,546,548.56,126,128.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 126.0, 'y2': 226.0}"
145,546,548.56,168,170.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 126.0, 'y2': 226.0}"
146,546,548.56,210,212.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 126.0, 'y2': 226.0}"
147,588,590.56,126,128.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 126.0, 'y2': 226.0}"
148,588,590.56,168,170.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 126.0, 'y2': 226.0}"
149,588,590.56,210,212.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 126.0, 'y2': 226.0}"
150,504,506.56,252,254.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 252.0, 'y2': 352.0}"
151,504,506.56,294,296.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 252.0, 'y2': 352.0}"
152,504,506.56,336,338.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 252.0, 'y2': 352.0}"
153,546,548.56,252,254.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 252.0, 'y2': 352.0}"
154,546,548.56,294,296.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 252.0, 'y2': 352.0}"
155,546,548.56,336,338.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 252.0, 'y2': 352.0}"
156,588,590.56,252,254.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 252.0, 'y2': 352.0}"
157,588,590.56,294,296.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 252.0, 'y2': 352.0}"
158,588,590.56,336,338.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 252.0, 'y2': 352.0}"
159,504,506.56,378,380.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 378.0, 'y2': 478.0}"
160,504,506.56,420,422.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 378.0, 'y2': 478.0}"
161,546,548.56,378,380.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 378.0, 'y2': 478.0}"
162,546,548.56,420,422.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 378.0, 'y2': 478.0}"
163,588,590.56,378,380.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 378.0, 'y2': 478.0}"
164,588,590.56,420,422.56,"{'x1': 504.0, 'x2': 604.0, 'y1': 378.0, 'y2': 478.0}"
165,630,632.56,0,2.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 0.0, 'y2': 100.0}"
166,630,632.56,42,44.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 0.0, 'y2': 100.0}"
167,630,632.56,84,86.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 0.0, 'y2': 100.0}"
168,672,674.56,0,2.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 0.0, 'y2': 100.0}"
169,672,674.56,42,44.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 0.0, 'y2': 100.0}"
170,672,674.56,84,86.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 0.0, 'y2': 100.0}"
171,714,716.56,0,2.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 0.0, 'y2': 100.0}"
172,714,716.56,42,44.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 0.0, 'y2': 100.0}"
173,714,716.56,84,86.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 0.0, 'y2': 100.0}"
174,630,632.56,126,128.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 126.0, 'y2': 226.0}"
175,630,632.56,168,170.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 126.0, 'y2': 226.0}"
176,630,632.56,210,212.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 126.0, 'y2': 226.0}"
177,672,674.56,126,128.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 126.0, 'y2': 226.0}"
178,672,674.56,168,170.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 126.0, 'y2': 226.0}"
179,672,674.56,210,212.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 126.0, 'y2': 226.0}"
180,714,716.56,126,128.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 126.0, 'y2': 226.0}"
181,714,716.56,168,170.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 126.0, 'y2': 226.0}"
182,714,716.56,210,212.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 126.0, 'y2': 226.0}"
183,630,632.56,252,254.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 252.0, 'y2': 352.0}"
184,630,632.56,294,296.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 252.0, 'y2': 352.0}"
185,630,632.56,336,338.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 252.0, 'y2': 352.0}"
186,672,674.56,252,254.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 252.0, 'y2': 352.0}"
187,672,674.56,294,296.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 252.0, 'y2': 352.0}"
188,672,674.56,336,338.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 252.0, 'y2': 352.0}"
189,714,716.56,252,254.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 252.0, 'y2': 352.0}"
190,714,716.56,294,296.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 252.0, 'y2': 352.0}"
191,714,716.56,336,338.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 252.0, 'y2': 352.0}"
192,630,632.56,378,380.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 378.0, 'y2': 478.0}"
193,630,632.56,420,422.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 378.0, 'y2': 478.0}"
194,672,674.56,378,380.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 378.0, 'y2': 478.0}"
195,672,674.56,420,422.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 378.0, 'y2': 478.0}"
196,714,716.56,378,380.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 378.0, 'y2': 478.0}"
197,714,716.56,420,422.56,"{'x1': 630.0, 'x2': 730.0, 'y1': 378.0, 'y2': 478.0}"
198,756,758.56,0,2.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 0.0, 'y2': 100.0}"
199,756,758.56,42,44.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 0.0, 'y2': 100.0}"
200,756,758.56,84,86.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 0.0, 'y2': 100.0}"
201,798,800.56,0,2.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 0.0, 'y2': 100.0}"
202,798,800.56,42,44.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 0.0, 'y2': 100.0}"
203,798,800.56,84,86.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 0.0, 'y2': 100.0}"
204,840,842.56,0,2.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 0.0, 'y2': 100.0}"
205,840,842.56,42,44.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 0.0, 'y2': 100.0}"
206,840,842.56,84,86.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 0.0, 'y2': 100.0}"
207,756,758.56,126,128.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 126.0, 'y2': 226.0}"
208,756,758.56,168,170.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 126.0, 'y2': 226.0}"
209,756,758.56,210,212.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 126.0, 'y2': 226.0}"
210,798,800.56,126,128.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 126.0, 'y2': 226.0}"
211,798,800.56,168,170.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 126.0, 'y2': 226.0}"
212,798,800.56,210,212.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 126.0, 'y2': 226.0}"
213,840,842.56,126,128.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 126.0, 'y2': 226.0}"
214,840,842.56,168,170.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 126.0, 'y2': 226.0}"
215,840,842.56,210,212.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 126.0, 'y2': 226.0}"
216,756,758.56,252,254.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 252.0, 'y2': 352.0}"
217,756,758.56,294,296.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 252.0, 'y2': 352.0}"
218,756,758.56,336,338.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 252.0, 'y2': 352.0}"
219,798,800.56,252,254.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 252.0, 'y2': 352.0}"
220,798,800.56,294,296.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 252.0, 'y2': 352.0}"
221,798,800.56,336,338.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 252.0, 'y2': 352.0}"
222,840,842.56,252,254.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 252.0, 'y2': 352.0}"
223,840,842.56,294,296.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 252.0, 'y2': 352.0}"
224,840,842.56,336,338.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 252.0, 'y2': 352.0}"
225,756,758.56,378,380.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 378.0, 'y2': 478.0}"
226,756,758.56,420,422.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 378.0, 'y2': 478.0}"
227,798,800.56,378,380.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 378.0, 'y2': 478.0}"
228,798,800.56,420,422.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 378.0, 'y2': 478.0}"
229,840,842.56,378,380.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 378.0, 'y2': 478.0}"
230,840,842.56,420,422.56,"{'x1': 756.0, 'x2': 856.0, 'y1': 378.0, 'y2': 478.0}"
231,882,884.56,0,2.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 0.0, 'y2': 100.0}"
232,882,884.56,42,44.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 0.0, 'y2': 100.0}"
233,882,884.56,84,86.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 0.0, 'y2': 100.0}"
234,882,884.56,126,128.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 126.0, 'y2': 226.0}"
235,882,884.56,168,170.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 126.0, 'y2': 226.0}"
236,882,884.56,210,212.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 126.0, 'y2': 226.0}"
237,882,884.56,252,254.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 252.0, 'y2': 352.0}"
238,882,884.56,294,296.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 252.0, 'y2': 352.0}"
239,882,884.56,336,338.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 252.0, 'y2': 352.0}"
240,882,884.56,378,380.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 378.0, 'y2': 478.0}"
241,882,884.56,420,422.56,"{'x1': 882.0, 'x2': 982.0, 'y1': 378.0, 'y2': 478.0}"
